case,start_x,start_y,end_x,end_y,p1x,p1y,p2x,p2y,sample_0_t,sample_0_x,sample_0_y,sample_1_t,sample_1_x,sample_1_y,sample_2_t,sample_2_x,sample_2_y,sample_3_t,sample_3_x,sample_3_y,sample_4_t,sample_4_x,sample_4_y,sample_5_t,sample_5_x,sample_5_y,sample_6_t,sample_6_x,sample_6_y,sample_7_t,sample_7_x,sample_7_y,sample_8_t,sample_8_x,sample_8_y,sample_9_t,sample_9_x,sample_9_y,sample_10_t,sample_10_x,sample_10_y,sample_11_t,sample_11_x,sample_11_y,sample_12_t,sample_12_x,sample_12_y,sample_13_t,sample_13_x,sample_13_y,sample_14_t,sample_14_x,sample_14_y,sample_15_t,sample_15_x,sample_15_y
0,40.467604837756056,20.741814293069808,25.127764960018226,-18.052283907579863,8.806040699767246,64.1915153507054,-99.83081825525773,-76.39455457504765,0.0,40.45377517011927,20.723847782619384,0.06666666666666667,33.21200589114595,27.088206575853928,0.13333333333333333,24.389412440760065,29.222290684436185,0.2,14.716908876818025,27.790887812994004,0.26666666666666666,4.616736737744456,23.499692755775285,0.3333333333333333,-5.338562497984323,17.04735807788302,0.4,-14.607222842640121,9.049532512162084,0.4666666666666667,-22.573397925333822,0.26446884114851243,0.5333333333333333,-28.757267329821488,-8.68785247348851,0.6,-32.57249058238327,-17.117577958413914,0.6666666666666666,-33.46361462182716,-24.271026087783245,0.7333333333333333,-30.896786970157805,-29.55788234828213,0.8,-24.29631266586816,-32.23280186078339,0.8666666666666667,-13.159326849293937,-31.688858357447288,0.9333333333333333,3.147753578314992,-27.148547919429706,1.0,25.135287476643654,-18.06092579933614
1,-63.82487958695724,10.294068970832782,-46.938507794427096,27.779590682713476,-74.66071494934361,-37.92956778618222,39.947666669969486,-18.988148304367268,0.0,-63.85130536989107,10.294607363424175,0.06666666666666667,-64.42410205687327,1.4944412249444525,0.13333333333333333,-62.22146973279022,-5.524103553148735,0.2,-57.9118306613231,-10.874537615603444,0.26666666666666666,-51.9297749483112,-14.714701181292817,0.3333333333333333,-44.94191576338226,-16.984381962741708,0.4,-37.55503923309179,-17.8488178293327,0.4666666666666667,-30.273862388185258,-17.327851197623783,0.5333333333333333,-23.68320031308156,-15.529065557106128,0.6,-18.47767407091288,-12.469250976115353,0.6666666666666666,-15.127665462635411,-8.240652858205237,0.7333333333333333,-14.183813864220108,-2.946328754783083,0.8,-16.398945878983607,3.3595423864953475,0.8666666666666667,-22.13655957227563,10.651761257561903,0.9333333333333333,-32.16143816582195,18.77876132761116,1.0,-46.92093759095788,27.79592804695868
2,-46.04530429132376,12.96084930988981,-28.226066003013983,32.542743016026094,-67.68237619560324,-41.2490327601748,-33.7619704349457,-88.88750972558957,0.0,-46.08304882190492,13.004360342622427,0.06666666666666667,-49.65424189584167,2.2719963246985913,0.13333333333333333,-51.955663689438445,-7.973307564221624,0.2,-53.03624469383894,-17.497332198862747,0.26666666666666666,-53.12377249621837,-25.939483384397718,0.3333333333333333,-52.2603053148447,-33.04814989968788,0.4,-50.67003233792566,-38.54099303690858,0.4666666666666667,-48.57042622736219,-42.10175095643147,0.5333333333333333,-45.99577533586837,-43.51666357121806,0.6,-43.120385590049345,-42.40970681335497,0.6666666666666666,-40.1092165198114,-38.53601435223271,0.7333333333333333,-37.15600285569823,-31.62530226424058,0.8,-34.27182604016921,-21.326637408180993,0.8666666666666667,-31.767312931247574,-7.420429789218461,0.9333333333333333,-29.656111274984735,10.452920113609753,1.0,-28.21494770182582,32.51189253285498
3,-92.62145715660553,74.7885483024316,-33.81344916916251,56.52933393174723,36.86985077577221,98.26126705526359,85.75810042490555,55.300389240266135,0.0,-92.61617275181253,74.81348372185906,0.06666666666666667,-67.83325914803491,78.60921738592633,0.13333333333333333,-45.31770663928683,80.89936891779966,0.2,-25.31320836205972,81.80319536815487,0.26666666666666666,-7.876781800807698,81.51885888227817,0.3333333333333333,6.728183177192972,80.19045702121313,0.4,18.481590846126927,78.14855534876685,0.4666666666666667,27.04324621404112,75.49201928247527,0.5333333333333333,32.476074079040146,72.45042305207484,0.6,34.428987860495326,69.14578700818494,0.6666666666666666,32.85142259581379,65.93538864598399,0.7333333333333333,27.592027639399188,62.86310464815235,0.8,18.43279370937876,60.231988044691136,0.8666666666666667,5.220532974993847,58.13455294750169,0.9333333333333333,-12.140858819064498,56.87409801996145,1.0,-33.805859888046236,56.527875905874374
4,70.17010968579552,56.0577003769649,16.93178607841641,60.79465038518143,83.7118742697602,-53.5179984057321,99.04190001829323,55.69531975607167,0.0,70.12563615505192,56.0188621361908,0.06666666666666667,72.87166629387957,36.97282087434428,0.13333333333333333,75.47473853593895,23.11457771909072,0.2,77.72846443008714,13.98882774487698,0.26666666666666666,79.50198803606439,8.958222633449582,0.3333333333333333,80.63442060383042,7.426673050887469,0.4,80.9165850265766,8.929447759857103,0.4666666666666667,80.21117000327102,12.796148885858438,0.5333333333333333,78.27417785576127,18.44485152266165,0.6,75.04956289566228,25.36881426716656,0.6666666666666666,70.22358929517223,32.92573888354383,0.7333333333333333,63.743281725492196,40.6606084839388,0.8,55.32339309674855,47.80992914330224,0.8666666666666667,44.81326651781341,53.95691845680807,0.9333333333333333,32.071526983567466,58.496136016852695,1.0,16.93374944693989,60.76633839706535
5,69.52296073333878,-85.91017911967265,8.596989002102063,43.681953475661004,-44.2564976838708,34.27101812700087,-37.48124808199555,95.07053003884519,0.0,69.52889362719523,-85.94416783936703,0.06666666666666667,48.37832190370887,-62.66954660817933,0.13333333333333333,30.236728410516562,-41.1572063684159,0.2,15.07164244837631,-21.342778981992314,0.26666666666666666,2.668932949782,-3.4342388782028848,0.3333333333333333,-7.072098350274366,12.529229272755735,0.4,-14.323922053763367,26.422091082508842,0.4666666666666667,-19.28828532828915,38.17491714712498,0.5333333333333333,-21.98876592226301,47.71722262615695,0.6,-22.64085997420238,54.85695961818467,0.6666666666666666,-21.34919335398876,59.64311505036913,0.7333333333333333,-18.341932007557666,61.87560732052827,0.8,-13.67597998127922,61.43062445930561,0.8666666666666667,-7.559651792961327,58.40695867203899,0.9333333333333333,-0.05595274814086002,52.476637120182396,1.0,8.586313106603862,43.65663739925737
6,-83.50392132481896,60.0945779736285,94.18617281601101,-60.893741143727496,19.04998102590339,-91.43105185521638,-36.10987580855267,-5.612490479395558,0.0,-83.49995704065267,60.07677651314874,0.06666666666666667,-64.99253669097043,32.844460327097195,0.13333333333333333,-50.062386047382354,11.25473564900752,0.2,-38.14110785833654,-5.3668498826493725,0.26666666666666666,-28.59656729362864,-17.651527038052627,0.3333333333333333,-20.825758929206597,-26.333638086785058,0.4,-14.198972899392183,-32.03963799774695,0.4666666666666667,-8.078826030662821,-35.448468999527,0.5333333333333333,-1.9500049733187081,-37.247582136204976,0.6,4.902840526525147,-38.05346852964929,0.6666666666666666,12.986872798010662,-38.63622575358679,0.7333333333333333,23.00021090174083,-39.585252005579704,0.8,35.533717270933316,-41.60626099867039,0.8666666666666667,51.148327496461164,-45.410204628076706,0.9333333333333333,70.49569157339795,-51.613343791147365,1.0,94.2249894392822,-60.940037665514645
7,-9.908418652399689,86.48865674305674,-97.97406344661796,75.35006574289065,-9.525611512067616,37.140220270233755,28.352919514609876,-35.930382574540396,0.0,-9.903809813338517,86.46482239685318,0.06666666666666667,-9.371073876958768,76.37584549691448,0.13333333333333333,-8.25357814127331,65.98223576851369,0.2,-6.781687992628113,55.71792044637907,0.26666666666666666,-5.445580099812435,45.8862652561753,0.3333333333333333,-4.4873723192154635,36.91583478507591,0.4,-4.372563276299242,29.218569746916984,0.4666666666666667,-5.352610203510946,23.02344435362196,0.5333333333333333,-7.9109744816015075,18.851495217126587,0.6,-12.283764438501963,16.976894177764855,0.6666666666666666,-18.896126651146087,17.842654310335156,0.7333333333333333,-28.137746942633147,21.728384515850145,0.8,-40.26938587825928,29.04707446992245,0.8666666666666667,-55.730697735466755,40.14492011280994,0.9333333333333333,-74.82553641406099,55.47327894368995,1.0,-97.97119752283257,75.36528554012344
8,-36.99062966305861,43.04720959231378,-45.44075434943162,-81.37951505563537,79.10594093691005,6.730718682185571,-50.472912019061226,6.718997910878872,0.0,-36.987291890243576,43.03597144828176,0.06666666666666667,-16.909370059510675,36.2387517485515,0.13333333333333333,-2.76070229226628,30.16598833231263,0.2,6.2450468282683795,24.64128037415634,0.26666666666666666,10.676865662219896,19.398436867924598,0.3333333333333333,11.313733617702264,14.211959670694089,0.4,8.736614614042676,8.926879102093624,0.4666666666666667,3.651489357705667,3.2691063855540845,0.5333333333333333,-3.189948373815607,-2.943370734847052,0.6,-11.197639072355017,-10.013771905979056,0.6666666666666666,-19.679032493155656,-18.036314108753423,0.7333333333333333,-27.951343479250163,-27.366490429180384,0.8,-35.3501963192397,-38.044579059073826,0.8666666666666667,-41.16740336305619,-50.50904389742081,0.9333333333333333,-44.78416275150759,-64.90236148064876,1.0,-45.4303056238982,-81.36054197584609
9,-28.668825612094068,-73.68937025890119,-15.006256841898804,-7.557500790559985,-36.61640346609288,-80.38222436684434,-17.687269316475906,-12.687478100268478,0.0,-28.672679507297094,-73.6657621562985,0.06666666666666667,-29.892662568931822,-74.10814056677268,0.13333333333333333,-30.522892827270603,-72.74029606437122,0.2,-30.598645018428762,-69.89107214009029,0.26666666666666666,-30.10395874770303,-65.79186097447217,0.3333333333333333,-29.231695333517514,-60.615231993300206,0.4,-28.052346643547605,-54.73209700270421,0.4666666666666667,-26.62188270863376,-48.40263452008496,0.5333333333333333,-25.008100392665554,-41.68706925318946,0.6,-23.264415386559158,-35.01910565881053,0.6666666666666666,-21.494595582149255,-28.459178624289653,0.7333333333333333,-19.79973977782981,-22.402563654935133,0.8,-18.21209292987899,-17.050893203711883,0.8666666666666667,-16.858552159761874,-12.635626995484387,0.9333333333333333,-15.752864872362126,-9.371057067865449,1.0,-15.005282167052492,-7.576871795820334
